age,gender,education,income,bureau_score,util_last_m1,util_last_m2,util_last_m3,util_current,loan_amt,loan_to_income_ratio,active_loans,default
60,male,graduate school,962,600,0.35,0.287,0.065,0.262,1866,1.94,7,0
34,female,university,1240,671,0.266,0.251,0.074,0.179,1502,1.211,3,0
53,male,university,642,714,0.59,0.041,0.327,0.293,1393,2.17,8,1
34,male,university,340,724,0.193,0.294,0.262,0.043,366,1.076,2,0
54,female,university,1531,623,0.434,0.166,0.269,0.423,1835,1.199,4,1
24,female,high school,643,501,0.205,0.335,0.084,0.107,358,0.557,10,0
44,male,high school,695,590,0.288,0.454,0.118,0.227,784,1.128,2,0
49,male,university,625,739,0.223,0.351,0.034,0.47,245,0.392,5,1
39,female,graduate school,1698,558,0.502,0.046,0.345,0.217,233,0.137,2,0
26,female,university,1468,713,0.529,0.11,0.311,0.478,142,0.097,6,0
53,female,graduate school,649,597,0.281,0.593,0.385,0.206,1428,2.2,10,0
69,male,high school,550,515,0.108,0.257,0.268,0.49,271,0.493,2,0
60,male,university,798,647,0.466,0.274,0.206,0.167,491,0.615,4,0
39,male,university,910,653,0.084,0.339,0.13,0.035,1366,1.501,6,1
21,female,university,1069,515,0.324,0.17,0.131,0.174,1590,1.487,7,1
25,male,high school,1384,697,0.12,0.231,0.081,0.121,938,0.678,8,0
47,female,graduate school,1363,736,0.453,0.142,0.544,0.842,835,0.613,5,1
36,male,university,1716,607,0.147,0.55,0.112,0.155,594,0.346,5,1
26,female,graduate school,1811,522,0.478,0.281,0.307,0.347,1854,1.024,0,0
60,male,high school,1754,541,0.096,0.642,0.398,0.332,802,0.457,5,0
33,male,others,592,536,0.198,0.471,0.089,0.237,1881,3.177,4,1
68,female,university,1041,571,0.406,0.201,0.389,0.661,1174,1.128,8,1
55,female,university,600,633,0.421,0.353,0.561,0.454,499,0.832,10,0
39,male,others,249,664,0.168,0.411,0.27,0.111,1181,4.743,3,0
32,female,university,943,615,0.431,0.12,0.301,0.027,1563,1.657,3,0
36,female,university,1518,649,0.394,0.127,0.022,0.577,1853,1.221,10,1
63,male,university,1648,505,0.522,0.329,0.224,0.401,1678,1.018,1,0
30,female,university,1105,745,0.184,0.184,0.143,0.307,654,0.592,10,1
45,male,graduate school,1235,531,0.067,0.294,0.051,0.229,1760,1.425,6,0
40,male,high school,1558,644,0.157,0.598,0.337,0.292,1505,0.966,10,0
51,female,university,1190,537,0.152,0.27,0.126,0.131,1864,1.566,5,0
24,female,graduate school,1238,644,0.215,0.045,0.474,0.166,1113,0.899,6,0
64,male,high school,227,536,0.243,0.369,0.077,0.07,1325,5.837,8,0
43,male,university,587,650,0.173,0.171,0.121,0.12,1702,2.899,1,0
22,male,graduate school,1515,676,0.254,0.127,0.338,0.212,950,0.627,9,0
42,male,university,1032,688,0.199,0.131,0.7,0,1493,1.447,7,0
57,male,high school,449,676,0.166,0.367,0.292,0.377,1872,4.169,10,0
28,male,high school,1728,560,0.607,0.41,0.274,0.288,200,0.116,7,1
27,female,others,297,576,0.242,0.361,0.034,0.513,65,0.219,8,1
34,female,high school,1560,659,0.448,0.11,0.21,0.515,121,0.078,5,0
23,female,graduate school,1262,626,0.346,0.345,0.758,0.528,1594,1.263,1,0
36,male,university,1261,585,0.127,0.35,0.087,0,1255,0.995,4,0
39,female,high school,1523,690,0.23,0.325,0.428,0.554,499,0.328,1,1
38,male,university,378,506,0.285,0.265,0.196,0.283,1987,5.257,3,0
36,male,university,1832,649,0.225,0.477,0.224,0.095,1120,0.611,4,0
28,female,university,1091,584,0.124,0.3,0.147,0.412,132,0.121,7,1
53,male,university,1692,505,0.131,0.455,0.302,0,1878,1.11,9,0
69,male,others,1505,688,0.477,0.141,0.077,0.174,1625,1.08,8,0
32,male,university,949,641,0.259,0.253,0.266,0.587,121,0.128,10,1
31,male,university,1387,643,0.235,0.124,0.515,0.432,1706,1.23,10,0
25,male,others,652,502,0.299,0.132,0.233,0.262,258,0.396,4,0
47,male,university,296,636,0.425,0.198,0.166,0.256,1398,4.723,10,0
32,female,graduate school,1992,546,0.173,0.34,0.303,0.285,1913,0.96,5,0
37,male,university,508,584,0.493,0.155,0.077,0.588,507,0.998,0,1
26,male,high school,461,741,0.658,0.429,0.513,0.046,180,0.39,0,0
53,male,high school,492,593,0.356,0.195,0.118,0.328,244,0.496,0,0
25,male,high school,1993,721,0.039,0.203,0.492,0.233,784,0.393,1,1
48,female,high school,448,669,0.556,0.135,0.512,0.435,908,2.027,7,1
34,female,university,444,669,0.472,0.249,0.597,0.069,1805,4.065,4,0
25,male,high school,450,723,0.021,0.296,0.671,0.393,87,0.193,10,0
53,male,high school,322,522,0.239,0.052,0.04,0,661,2.053,9,0
68,male,graduate school,524,502,0.322,0.562,0.192,0.566,1070,2.042,2,1
61,female,graduate school,1185,628,0.375,0.109,0.257,0.13,1740,1.468,4,0
39,female,others,1904,566,0.266,0.292,0.275,0,833,0.438,10,0
42,female,high school,700,748,0.03,0.176,0.176,0,1728,2.469,7,1
25,female,high school,886,728,0.077,0.187,0.416,0.072,633,0.714,6,0
22,male,high school,1939,570,0.189,0.091,0.185,0.362,1048,0.54,9,1
50,female,university,1289,630,0.075,0.15,0.242,0.068,1762,1.367,1,0
67,female,university,1035,727,0.107,0.694,0.303,0.509,1485,1.435,9,1
59,male,university,258,676,0.239,0.381,0.123,0.037,1024,3.969,8,0
24,male,graduate school,930,566,0.206,0.131,0.189,0.353,493,0.53,9,1
53,female,high school,1721,554,0.092,0.068,0.2,0.277,1969,1.144,3,1
33,female,university,1596,631,0.314,0.148,0.125,0.304,1481,0.928,5,0
40,female,university,465,530,0.465,0.35,0.576,0.391,246,0.529,1,1
27,female,university,1876,565,0.36,0.087,0.14,0.124,119,0.063,10,0
35,male,university,435,705,0.365,0.24,0.066,0.081,1256,2.887,4,0
43,male,graduate school,1097,600,0.538,0.081,0.327,0.421,1718,1.566,5,1
34,female,university,417,563,0.032,0.469,0.054,0.218,1354,3.247,1,1
43,female,graduate school,1750,530,0.295,0.456,0.133,0.513,1625,0.929,0,1
39,female,graduate school,1664,616,0.104,0.236,0.184,0,184,0.111,9,0
49,female,others,1873,690,0.231,0.198,0.269,0.248,1232,0.658,10,0
40,female,graduate school,1629,565,0.321,0.222,0.251,0.418,52,0.032,10,1
49,male,university,1967,658,0.367,0.42,0.273,0.353,1765,0.897,2,1
44,male,university,1824,546,0.49,0.343,0.317,0.253,259,0.142,10,0
38,male,university,1174,734,0.304,0.39,0.215,0.324,1137,0.968,1,0
30,female,graduate school,788,521,0.491,0.276,0.348,0.52,1550,1.967,5,0
61,female,high school,1871,701,0.137,0.137,0.275,0.297,370,0.198,10,1
28,male,high school,1116,743,0.038,0.206,0.296,0.343,1188,1.065,2,0
46,male,university,1692,593,0.472,0.152,0.435,0.248,974,0.576,1,0
49,female,university,1117,724,0.16,0.03,0.351,0.168,1644,1.472,6,0
30,male,others,1333,582,0.377,0.332,0.226,0.593,560,0.42,0,1
37,female,high school,552,545,0.089,0.337,0.285,0,1840,3.333,8,0
22,female,university,290,588,0.311,0.155,0.173,0.692,1369,4.721,0,1
26,male,graduate school,1637,685,0.295,0.631,0.144,0.096,338,0.206,4,0
25,male,university,901,618,0.265,0.332,0.343,0.263,544,0.604,6,0
48,male,university,272,688,0.414,0.205,0.17,0.09,1801,6.621,9,0
61,female,graduate school,884,745,0.474,0.182,0.087,0.308,800,0.905,4,0
25,female,university,1770,545,0.254,0.528,0.176,0.367,84,0.047,2,1
38,male,university,921,500,0.359,0.504,0.163,0.452,544,0.591,1,1
46,female,university,1521,595,0.235,0.267,0.186,0.263,632,0.416,1,0
40,female,high school,1868,652,0.15,0.113,0.076,0.016,1426,0.763,8,0
61,female,high school,1506,560,0.096,0.337,0.453,0.344,245,0.163,10,0
69,male,university,1728,604,0.418,0.396,0.44,0.583,596,0.345,5,1
47,female,high school,1421,580,0.41,0.363,0.287,0.27,1747,1.229,3,0
69,male,graduate school,1157,513,0.158,0.269,0.362,0.256,1147,0.991,9,0
32,male,high school,1255,544,0.196,0.037,0.134,0.121,1531,1.22,9,0
27,female,graduate school,847,576,0.205,0.32,0.112,0.296,790,0.933,6,0
23,male,graduate school,959,729,0.251,0.5,0.635,0.452,709,0.739,1,1
30,female,university,1070,666,0.173,0.104,0.104,0.317,93,0.087,3,1
54,male,university,1564,565,0.105,0.571,0.097,0.058,1282,0.82,0,0
45,male,others,1881,531,0.069,0.405,0.184,0.171,1790,0.952,10,0
55,female,university,1557,595,0.326,0.341,0.055,0.155,1976,1.269,3,0
36,male,university,342,557,0.166,0.533,0.338,0.536,399,1.167,6,1
22,male,university,1969,603,0.284,0.229,0.05,0.234,839,0.426,9,1
44,male,university,1633,555,0.121,0.115,0.213,0.148,316,0.194,8,0
30,female,university,1148,633,0.114,0.404,0.307,0.509,1598,1.392,10,0
58,female,university,243,716,0.111,0.377,0.125,0.393,584,2.403,4,0
42,male,high school,231,566,0.075,0.401,0.167,0.02,123,0.532,5,0
46,male,high school,1966,709,0.393,0.151,0.095,0.038,1357,0.69,6,0
63,male,others,227,677,0.212,0.339,0.078,0.362,450,1.982,8,0
59,female,university,1219,617,0.203,0.145,0.191,0,1760,1.444,10,0
47,female,high school,622,746,0.248,0.3,0.484,0.379,583,0.937,9,0
49,male,university,690,537,0.637,0.064,0.254,0.402,738,1.07,10,0
67,female,university,359,734,0.096,0.287,0.6,0.509,1669,4.649,9,0
58,female,university,1044,630,0.322,0.195,0.733,0.144,951,0.911,7,0
40,female,others,1430,611,0.265,0.233,0.423,0.263,1411,0.987,8,0
47,female,high school,217,632,0.552,0.125,0.151,0.059,1808,8.332,4,0
61,male,others,1326,651,0.468,0.088,0.172,0.182,1483,1.118,8,0
40,female,high school,1805,553,0.395,0.163,0.221,0.353,1760,0.975,7,0
64,female,others,1854,533,0.03,0.152,0.178,0,1907,1.029,1,0
39,male,high school,1874,738,0.206,0.421,0.196,0.296,813,0.434,0,1
40,male,university,871,739,0.52,0.305,0.411,0.368,222,0.255,3,0
55,female,university,431,538,0.265,0.189,0.032,0,1744,4.046,1,0
67,female,university,1883,611,0.191,0.09,0.142,0.092,1635,0.868,2,0
22,male,graduate school,623,587,0.372,0.134,0.353,0.419,318,0.51,6,1
50,male,university,1103,727,0.193,0.091,0.113,0.307,1111,1.007,9,1
54,male,university,954,719,0.546,0.121,0.142,0.681,1300,1.363,4,1
42,female,university,1770,547,0.245,0.233,0.092,0.174,1866,1.054,2,0
23,female,others,1036,548,0.371,0.255,0.345,0.091,305,0.294,1,0
26,male,others,1093,533,0.333,0.523,0.218,0.273,1870,1.711,8,0
35,female,graduate school,438,707,0.228,0.012,0.133,0,687,1.568,6,0
47,male,university,1557,599,0.561,0.3,0.153,0.304,1876,1.205,8,1
30,female,university,348,634,0.247,0.183,0.109,0.132,717,2.06,3,0
29,male,university,822,517,0.512,0.599,0.156,0.705,1156,1.406,2,1
53,male,high school,1631,569,0.144,0.174,0.573,0.006,836,0.513,9,0
52,female,university,216,613,0.364,0.105,0.385,0.339,1848,8.556,2,1
68,female,university,1113,719,0.255,0.43,0.041,0.034,482,0.433,2,0
26,female,high school,425,730,0.436,0.192,0.283,0.402,644,1.515,0,1
61,female,high school,851,533,0.278,0.029,0.095,0.287,1657,1.947,9,0
56,female,graduate school,1879,550,0.099,0.251,0.56,0.508,1343,0.715,7,1
22,female,high school,459,604,0.494,0.366,0.333,0.201,1428,3.111,6,0
49,male,university,1952,592,0.217,0.375,0.249,0.445,1721,0.882,3,1
24,female,university,873,695,0.228,0.088,0.101,0.006,177,0.203,1,0
21,male,graduate school,1827,641,0.22,0.293,0.224,0.33,930,0.509,6,0
39,male,university,373,568,0.344,0.329,0.086,0.113,1557,4.174,7,0
46,female,university,404,588,0.592,0.461,0.419,0.507,115,0.285,0,1
45,male,university,614,602,0.095,0.056,0.341,0.212,1777,2.894,7,0
30,male,university,1731,635,0.431,0.307,0.182,0.618,1550,0.895,1,1
35,female,high school,1376,642,0.389,0.474,0.34,0.033,329,0.239,5,0
42,female,university,1326,582,0.138,0.231,0.144,0.489,1344,1.014,7,1
68,female,graduate school,1937,686,0.09,0.2,0.652,0.174,1529,0.789,7,0
41,male,high school,991,510,0.375,0.318,0.08,0.113,790,0.797,8,0
42,female,graduate school,1288,647,0.148,0.168,0.282,0.029,1076,0.835,1,0
56,female,others,1340,682,0.36,0.408,0.604,0.879,1947,1.453,1,1
54,female,university,1888,535,0.242,0.379,0.299,0.325,291,0.154,9,0
50,female,university,1379,581,0.143,0.517,0.503,0.309,316,0.229,4,0
45,male,university,1899,641,0.162,0.168,0.281,0.057,632,0.333,2,0
65,female,graduate school,1305,685,0.388,0.141,0.409,0.287,1880,1.441,7,1
48,male,university,717,537,0.161,0.324,0.16,0,566,0.789,10,0
21,female,graduate school,1290,588,0.193,0.443,0.089,0.222,966,0.749,7,0
69,male,university,1461,707,0.29,0.092,0.169,0.268,711,0.487,7,0
65,male,graduate school,1807,709,0.638,0.073,0.493,0.343,401,0.222,10,0
24,male,university,1830,500,0.206,0.291,0.164,0.43,599,0.327,7,1
27,female,university,1178,603,0.508,0.192,0.293,0.205,952,0.808,7,1
69,male,university,1209,564,0.573,0.236,0.241,0.296,1835,1.518,4,0
29,female,graduate school,1549,500,0.223,0.064,0.188,0,907,0.586,6,0
56,female,graduate school,789,742,0.343,0.193,0.469,0.538,908,1.151,10,0
39,female,graduate school,266,712,0.031,0.253,0.394,0.036,998,3.752,0,0
21,female,high school,1399,624,0.346,0.457,0.265,0.639,998,0.713,0,0
30,female,university,883,559,0.088,0.211,0.333,0.073,1500,1.699,7,0
56,male,high school,1701,524,0.344,0.079,0.614,0.481,1636,0.962,4,1
29,female,university,1478,590,0.343,0.312,0.08,0.103,693,0.469,3,0
65,male,university,262,637,0.097,0.289,0.823,0.173,451,1.721,6,0
66,male,university,1013,549,0.555,0.483,0.279,0.472,1459,1.44,7,1
62,male,high school,602,639,0.148,0.279,0.279,0,235,0.39,9,0
52,male,university,1981,591,0.775,0.063,0.294,0.836,466,0.235,6,1
52,male,graduate school,391,740,0.077,0.146,0.049,0.14,1394,3.565,8,0
26,male,university,1552,531,0.142,0.356,0.278,0.257,1679,1.082,8,0
68,male,university,270,532,0.218,0.214,0.336,0,668,2.474,9,0
58,female,university,1077,699,0.339,0.136,0.152,0.26,941,0.874,8,0
37,male,university,940,733,0.337,0.11,0.554,0.487,1136,1.209,8,1
30,female,university,1145,525,0.272,0.284,0.709,0.301,1944,1.698,8,0
47,male,university,1286,541,0.378,0.39,0.23,0.312,522,0.406,0,0
55,male,university,1520,677,0.433,0.305,0.427,0.458,1931,1.27,10,1
41,male,high school,444,560,0.369,0.24,0.033,0.526,1104,2.486,4,1
45,male,high school,718,540,0.175,0.194,0.113,0,257,0.358,9,0
48,female,university,592,684,0.393,0.336,0.356,0.591,1781,3.008,0,1
67,female,university,971,629,0.363,0.131,0.243,0.394,62,0.064,5,0
35,female,high school,1824,598,0.111,0.215,0.069,0,204,0.112,6,0
24,male,university,1400,597,0.17,0.536,0.138,0,362,0.259,10,0
49,male,university,1427,697,0.4,0.203,0.054,0.028,1215,0.851,4,0
29,male,high school,1869,530,0.591,0.092,0.435,0.285,101,0.054,1,0
47,female,university,1817,650,0.078,0.4,0.135,0,1008,0.555,8,0
46,male,graduate school,1756,703,0.216,0.452,0.072,0.317,1153,0.657,7,0
39,female,high school,1110,681,0.224,0.135,0.241,0,1530,1.378,0,1
48,female,graduate school,1351,614,0.15,0.22,0.558,0.412,271,0.201,7,1
37,male,high school,1418,655,0.28,0.186,0.222,0.157,1713,1.208,0,0
63,male,high school,1417,706,0.437,0.144,0.142,0.19,1466,1.035,10,1
61,female,others,383,646,0.362,0.089,0.133,0.419,216,0.564,4,1
62,female,graduate school,446,703,0.067,0.27,0.107,0.364,1420,3.184,9,0
40,female,university,523,741,0.177,0.23,0.04,0.29,1592,3.044,6,1
65,male,university,359,547,0.503,0.342,0.103,0.072,1642,4.574,5,1
60,male,university,905,501,0.37,0.351,0.128,0.055,1564,1.728,1,0
59,male,graduate school,821,638,0.223,0.089,0.068,0.008,616,0.75,2,0
69,male,university,1124,671,0.426,0.612,0.205,0.789,1720,1.53,5,1
43,male,university,265,600,0.213,0.904,0.088,0.147,1028,3.879,2,1
67,male,graduate school,1129,686,0.386,0.407,0.613,0.59,1560,1.382,0,0
52,female,university,453,627,0.055,0.245,0.144,0,513,1.132,1,0
67,female,high school,482,558,0.374,0.514,0.292,0.514,1190,2.469,8,1
53,female,high school,1283,619,0.607,0.074,0.085,0.094,1473,1.148,10,0
66,male,others,317,537,0.093,0.326,0.338,0.349,864,2.726,2,1
25,female,university,622,652,0.118,0.482,0.304,0.116,1939,3.117,2,0
63,male,others,755,606,0.136,0.169,0.567,0.158,752,0.996,4,0
68,male,high school,1945,520,0.195,0.377,0.375,0.286,782,0.402,0,0
54,female,university,235,541,0.345,0.363,0.376,0.212,1176,5.004,10,0
60,male,graduate school,730,663,0.172,0.534,0.067,0.04,145,0.199,0,0
31,female,university,290,636,0.184,0.207,0.353,0.148,1536,5.297,0,1
23,female,university,1524,639,0.213,0.31,0.1,0.248,1618,1.062,3,1
53,male,university,1947,509,0.447,0.123,0.218,0,1222,0.628,8,0
31,female,university,1957,686,0.087,0.266,0.37,0.28,1552,0.793,4,0
36,female,high school,1440,737,0.353,0.44,0.518,0.092,1496,1.039,7,0
38,female,university,1958,632,0.399,0.471,0.201,0.42,1709,0.873,10,1
50,female,graduate school,297,532,0.318,0.183,0.094,0.641,1742,5.865,2,1
68,male,high school,1679,568,0.285,0.414,0.164,0.248,1089,0.649,9,1
30,female,university,730,579,0.233,0.351,0.352,0.35,1502,2.058,3,0
38,female,others,737,690,0.224,0.085,0.435,0.018,1032,1.4,4,0
58,female,graduate school,1251,600,0.055,0.301,0.142,0.12,1686,1.348,1,1
39,male,others,1799,728,0.513,0.145,0.112,0,1144,0.636,2,0
56,female,graduate school,1547,528,0.276,0.176,0.322,0.481,81,0.052,0,1
33,male,university,1446,645,0.327,0.171,0.636,0.132,1049,0.725,6,0
66,female,graduate school,279,720,0.494,0.185,0.348,0.307,220,0.789,5,0
23,female,high school,762,633,0.119,0.358,0.262,0.589,463,0.608,10,1
30,female,high school,1681,552,0.597,0.221,0.214,0.306,1211,0.72,1,0
58,male,university,813,709,0.039,0.253,0.207,0.135,1856,2.283,8,0
21,male,others,375,659,0.38,0.288,0.177,0.344,1214,3.237,2,0
47,male,university,721,623,0.34,0.179,0.172,0.518,678,0.94,2,1
66,male,university,1972,541,0.006,0.528,0.2,0.178,1387,0.703,10,0
28,male,high school,1680,546,0.234,0.348,0.257,0.607,647,0.385,0,1
66,male,university,622,658,0.482,0.151,0.088,0.319,920,1.479,9,0
62,female,university,1323,689,0.187,0.308,0.018,0.311,584,0.441,6,0
37,male,others,1963,683,0.361,0.126,0.192,0.397,614,0.313,0,1
29,female,others,1626,745,0.348,0.443,0.258,0.392,851,0.523,7,0
26,male,others,775,510,0.21,0.175,0.433,0.219,1527,1.97,10,0
63,male,others,1603,653,0.415,0.215,0.154,0.222,1630,1.017,1,1
45,male,graduate school,730,719,0.089,0.227,0.208,0.017,1489,2.04,2,0
59,female,high school,531,654,0.414,0.244,0.472,0.179,1766,3.326,8,0
69,male,university,1541,582,0.423,0.5,0.137,0.268,1943,1.261,10,0
48,male,others,852,684,0.187,0.124,0.404,0.174,1277,1.499,9,1
53,female,university,1760,608,0.281,0.212,0.481,0.205,1920,1.091,7,1
57,female,university,939,526,0.441,0.298,0.531,0.22,1661,1.769,5,0
29,female,university,1312,686,0.409,0.185,0.03,0.337,1172,0.893,6,0
38,female,university,1827,561,0.127,0.385,0.522,0.683,498,0.273,0,1
41,male,graduate school,710,647,0.231,0.349,0.325,0.699,1309,1.844,0,1
22,female,high school,241,630,0.46,0.062,0.088,0.335,1482,6.149,10,0
63,male,high school,1084,643,0.162,0.451,0.187,0,827,0.763,10,0
58,male,graduate school,1612,602,0.262,0.091,0.079,0.51,1362,0.845,1,1
60,female,high school,280,543,0.13,0.119,0.186,0.264,1963,7.011,9,0
56,male,university,601,592,0.256,0.424,0.283,0.511,618,1.028,5,0
63,female,university,306,706,0.567,0.328,0.135,0.617,731,2.389,6,0
57,male,university,1334,529,0.132,0.065,0.041,0.383,1125,0.843,1,1
35,female,high school,1500,667,0.53,0.026,0.07,0.228,688,0.459,2,0
48,female,high school,1437,618,0.105,0.326,0.139,0.017,112,0.078,1,0
38,female,university,1966,740,0.117,0.37,0.318,0.522,1693,0.861,1,1
54,female,university,705,692,0.283,0.136,0.28,0,1728,2.451,0,0
42,female,graduate school,1344,528,0.176,0.066,0.582,0.088,697,0.519,0,0
31,female,university,1357,744,0.278,0.236,0.363,0.659,727,0.536,7,1
33,male,graduate school,919,529,0.298,0.181,0.134,0.071,1825,1.986,10,0
24,male,university,1594,603,0.043,0.22,0.499,0.589,1613,1.012,9,1
42,male,university,456,609,0.298,0.255,0.385,0.166,377,0.827,1,0
27,female,others,1920,531,0.267,0.377,0.052,0,1929,1.005,9,0
63,male,university,1153,637,0.437,0.476,0.115,0.394,307,0.266,7,0
44,female,university,1403,718,0.097,0.148,0.347,0.363,180,0.128,8,0
24,male,university,1132,550,0.104,0.249,0.352,0.143,842,0.744,7,0
48,male,high school,1271,635,0.154,0.187,0.115,0.23,469,0.369,3,1
35,female,high school,1822,678,0.099,0.764,0.131,0.4,1282,0.704,8,0
21,male,high school,1096,535,0.261,0.078,0.249,0.258,816,0.745,9,0
23,male,university,218,733,0.412,0.363,0.215,0.915,68,0.312,9,1
34,male,high school,1269,554,0.618,0.345,0.15,0.247,142,0.112,0,0
58,female,graduate school,650,662,0.164,0.287,0.294,0.327,239,0.368,2,0
21,male,university,1097,535,0.561,0.134,0.329,0.218,741,0.675,2,1
58,female,university,1279,739,0.377,0.104,0.283,0.034,302,0.236,5,0
58,male,university,940,555,0.463,0.414,0.069,0.294,1540,1.638,5,0
41,male,others,1880,535,0.038,0.669,0.154,0,790,0.42,6,0
68,male,high school,1315,588,0.546,0.08,0.613,0.505,277,0.211,9,0
49,male,graduate school,281,711,0.301,0.184,0.299,0.344,1103,3.925,9,1
25,female,graduate school,936,688,0.272,0.169,0.32,0.147,1724,1.842,6,1
69,male,university,278,561,0.065,0.39,0.56,0.294,826,2.971,8,1
30,female,university,1885,743,0.429,0.463,0.192,0.614,166,0.088,9,0
48,female,university,482,608,0.136,0.121,0.211,0.1,1686,3.498,5,0
41,male,others,1534,744,0.205,0.412,0.276,0.094,147,0.096,1,0
27,male,others,1196,708,0.325,0.189,0.367,0.166,197,0.165,4,0
23,female,university,359,586,0.504,0.53,0.402,0.69,1845,5.139,10,1
65,female,high school,1539,652,0.315,0.564,0.4,0.786,1654,1.075,0,1
